pair_stem,base,next,origin,docx_source_base,docx_source_next,redline_docx,redline_docx_word,accepted_docx,pdf_redline,pdf_accepted,missing
behavior__math_all_objects_36ab389c_behavior__math_delimiter_tests_c9d034dc,behavior__math_all_objects_36ab389c,behavior__math_delimiter_tests_c9d034dc,superdoc_chain,behavior__math_all_objects_36ab389c.docx,behavior__math_delimiter_tests_c9d034dc.docx,behavior__math_all_objects_36ab389c_behavior__math_delimiter_tests_c9d034dc_redline.docx,,MISSING,behavior__math_all_objects_36ab389c_behavior__math_delimiter_tests_c9d034dc_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__sd_1495_auto_page_break_2_f0f3bf0e_super_editor__shape_group_ce60e1e6,super_editor__sd_1495_auto_page_break_2_f0f3bf0e,super_editor__shape_group_ce60e1e6,superdoc_cross,super_editor__sd_1495_auto_page_break_2_f0f3bf0e.docx,super_editor__shape_group_ce60e1e6.docx,super_editor__sd_1495_auto_page_break_2_f0f3bf0e_super_editor__shape_group_ce60e1e6_redline.docx,,MISSING,super_editor__sd_1495_auto_page_break_2_f0f3bf0e_super_editor__shape_group_ce60e1e6_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__image_out_of_folder_19763c1d_super_editor__SD_978_remove_table_borders_47f7ede7,super_editor__image_out_of_folder_19763c1d,super_editor__SD_978_remove_table_borders_47f7ede7,superdoc_cross,super_editor__image_out_of_folder_19763c1d.docx,super_editor__SD_978_remove_table_borders_47f7ede7.docx,super_editor__image_out_of_folder_19763c1d_super_editor__SD_978_remove_table_borders_47f7ede7_redline.docx,,MISSING,super_editor__image_out_of_folder_19763c1d_super_editor__SD_978_remove_table_borders_47f7ede7_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__image_out_of_folder_19763c1d_super_editor__two_column_two_page_arial_6d5ca9a5,super_editor__image_out_of_folder_19763c1d,super_editor__two_column_two_page_arial_6d5ca9a5,superdoc_cross,super_editor__image_out_of_folder_19763c1d.docx,super_editor__two_column_two_page_arial_6d5ca9a5.docx,super_editor__image_out_of_folder_19763c1d_super_editor__two_column_two_page_arial_6d5ca9a5_redline.docx,,MISSING,super_editor__image_out_of_folder_19763c1d_super_editor__two_column_two_page_arial_6d5ca9a5_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__doc_with_spaces_from_styles_734ca26f_super_editor__longer_header_sign_area_7c80b525,super_editor__doc_with_spaces_from_styles_734ca26f,super_editor__longer_header_sign_area_7c80b525,superdoc_cross,super_editor__doc_with_spaces_from_styles_734ca26f.docx,super_editor__longer_header_sign_area_7c80b525.docx,super_editor__doc_with_spaces_from_styles_734ca26f_super_editor__longer_header_sign_area_7c80b525_redline.docx,,MISSING,super_editor__doc_with_spaces_from_styles_734ca26f_super_editor__longer_header_sign_area_7c80b525_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__doc_with_spaces_from_styles_734ca26f_evals__document_9bff7e1b,super_editor__doc_with_spaces_from_styles_734ca26f,evals__document_9bff7e1b,superdoc_cross,super_editor__doc_with_spaces_from_styles_734ca26f.docx,evals__document_9bff7e1b.docx,super_editor__doc_with_spaces_from_styles_734ca26f_evals__document_9bff7e1b_redline.docx,,MISSING,super_editor__doc_with_spaces_from_styles_734ca26f_evals__document_9bff7e1b_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__list_numbering_reimport_d788d573_behavior__sd_2888_hyperlink_with_ampersand_aaaac3bc,super_editor__list_numbering_reimport_d788d573,behavior__sd_2888_hyperlink_with_ampersand_aaaac3bc,superdoc_cross,super_editor__list_numbering_reimport_d788d573.docx,behavior__sd_2888_hyperlink_with_ampersand_aaaac3bc.docx,super_editor__list_numbering_reimport_d788d573_behavior__sd_2888_hyperlink_with_ampersand_aaaac3bc_redline.docx,,MISSING,super_editor__list_numbering_reimport_d788d573_behavior__sd_2888_hyperlink_with_ampersand_aaaac3bc_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__missing_sectpr_967a402d_super_editor__diff_after9_a9d4b4b0,super_editor__missing_sectpr_967a402d,super_editor__diff_after9_a9d4b4b0,superdoc_cross,super_editor__missing_sectpr_967a402d.docx,super_editor__diff_after9_a9d4b4b0.docx,super_editor__missing_sectpr_967a402d_super_editor__diff_after9_a9d4b4b0_redline.docx,,MISSING,super_editor__missing_sectpr_967a402d_super_editor__diff_after9_a9d4b4b0_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__hyperlink_multiple_runs_0138c312_super_editor__ooxml_color_rstyle_linked_combos_demo_23e43bed,super_editor__hyperlink_multiple_runs_0138c312,super_editor__ooxml_color_rstyle_linked_combos_demo_23e43bed,superdoc_cross,super_editor__hyperlink_multiple_runs_0138c312.docx,super_editor__ooxml_color_rstyle_linked_combos_demo_23e43bed.docx,super_editor__hyperlink_multiple_runs_0138c312_super_editor__ooxml_color_rstyle_linked_combos_demo_23e43bed_redline.docx,,MISSING,super_editor__hyperlink_multiple_runs_0138c312_super_editor__ooxml_color_rstyle_linked_combos_demo_23e43bed_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_after16_2a48697a_super_editor__diff_before16_f518c031,super_editor__diff_after16_2a48697a,super_editor__diff_before16_f518c031,superdoc_cross,super_editor__diff_after16_2a48697a.docx,super_editor__diff_before16_f518c031.docx,super_editor__diff_after16_2a48697a_super_editor__diff_before16_f518c031_redline.docx,,MISSING,super_editor__diff_after16_2a48697a_super_editor__diff_before16_f518c031_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_after8_58e5c288_super_editor__doc_with_spacing_e3d47bd7,super_editor__diff_after8_58e5c288,super_editor__doc_with_spacing_e3d47bd7,superdoc_cross,super_editor__diff_after8_58e5c288.docx,super_editor__doc_with_spacing_e3d47bd7.docx,super_editor__diff_after8_58e5c288_super_editor__doc_with_spacing_e3d47bd7_redline.docx,,MISSING,super_editor__diff_after8_58e5c288_super_editor__doc_with_spacing_e3d47bd7_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__comment_23ee5ec1_super_editor__diff_after16_2a48697a,super_editor__comment_23ee5ec1,super_editor__diff_after16_2a48697a,superdoc_cross,super_editor__comment_23ee5ec1.docx,super_editor__diff_after16_2a48697a.docx,super_editor__comment_23ee5ec1_super_editor__diff_after16_2a48697a_redline.docx,,MISSING,super_editor__comment_23ee5ec1_super_editor__diff_after16_2a48697a_redline.pdf,MISSING,accepted_docx; pdf_accepted
evals__comments_doc_79800b37_behavior__sd_2888_hyperlink_with_ampersand_aaaac3bc,evals__comments_doc_79800b37,behavior__sd_2888_hyperlink_with_ampersand_aaaac3bc,superdoc_cross,evals__comments_doc_79800b37.docx,behavior__sd_2888_hyperlink_with_ampersand_aaaac3bc.docx,evals__comments_doc_79800b37_behavior__sd_2888_hyperlink_with_ampersand_aaaac3bc_redline.docx,,MISSING,evals__comments_doc_79800b37_behavior__sd_2888_hyperlink_with_ampersand_aaaac3bc_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__broken_list_missing_items_36b4199e_super_editor__multi_section_doc_080d2655,super_editor__broken_list_missing_items_36b4199e,super_editor__multi_section_doc_080d2655,superdoc_cross,super_editor__broken_list_missing_items_36b4199e.docx,super_editor__multi_section_doc_080d2655.docx,super_editor__broken_list_missing_items_36b4199e_super_editor__multi_section_doc_080d2655_redline.docx,,MISSING,super_editor__broken_list_missing_items_36b4199e_super_editor__multi_section_doc_080d2655_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__image_doc_c7d007ac_super_editor__dropcaps_520cd049,super_editor__image_doc_c7d007ac,super_editor__dropcaps_520cd049,superdoc_cross,super_editor__image_doc_c7d007ac.docx,super_editor__dropcaps_520cd049.docx,super_editor__image_doc_c7d007ac_super_editor__dropcaps_520cd049_redline.docx,,MISSING,super_editor__image_doc_c7d007ac_super_editor__dropcaps_520cd049_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__doc_with_spaces_from_styles_734ca26f_super_editor__table_merged_cells_9c349334,super_editor__doc_with_spaces_from_styles_734ca26f,super_editor__table_merged_cells_9c349334,superdoc_cross,super_editor__doc_with_spaces_from_styles_734ca26f.docx,super_editor__table_merged_cells_9c349334.docx,super_editor__doc_with_spaces_from_styles_734ca26f_super_editor__table_merged_cells_9c349334_redline.docx,,MISSING,super_editor__doc_with_spaces_from_styles_734ca26f_super_editor__table_merged_cells_9c349334_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__complex2_dbba7f05_super_editor__paragraph_spacing_missing_de418c38,super_editor__complex2_dbba7f05,super_editor__paragraph_spacing_missing_de418c38,superdoc_cross,super_editor__complex2_dbba7f05.docx,super_editor__paragraph_spacing_missing_de418c38.docx,super_editor__complex2_dbba7f05_super_editor__paragraph_spacing_missing_de418c38_redline.docx,,MISSING,super_editor__complex2_dbba7f05_super_editor__paragraph_spacing_missing_de418c38_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__sd_1919_word_simple_e3a4a818_super_editor__gdocs_comments_export_4c0bfa04,super_editor__sd_1919_word_simple_e3a4a818,super_editor__gdocs_comments_export_4c0bfa04,superdoc_cross,super_editor__sd_1919_word_simple_e3a4a818.docx,super_editor__gdocs_comments_export_4c0bfa04.docx,super_editor__sd_1919_word_simple_e3a4a818_super_editor__gdocs_comments_export_4c0bfa04_redline.docx,,MISSING,super_editor__sd_1919_word_simple_e3a4a818_super_editor__gdocs_comments_export_4c0bfa04_redline.pdf,MISSING,accepted_docx; pdf_accepted
behavior__pageref_standalone_uppercase_h_7701e07f_super_editor__table_widths_SD_732_12074135,behavior__pageref_standalone_uppercase_h_7701e07f,super_editor__table_widths_SD_732_12074135,superdoc_cross,behavior__pageref_standalone_uppercase_h_7701e07f.docx,super_editor__table_widths_SD_732_12074135.docx,behavior__pageref_standalone_uppercase_h_7701e07f_super_editor__table_widths_SD_732_12074135_redline.docx,,MISSING,behavior__pageref_standalone_uppercase_h_7701e07f_super_editor__table_widths_SD_732_12074135_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__tab_alignment_test_184edb5d_super_editor__diff_after7_b998213e,super_editor__tab_alignment_test_184edb5d,super_editor__diff_after7_b998213e,superdoc_cross,super_editor__tab_alignment_test_184edb5d.docx,super_editor__diff_after7_b998213e.docx,super_editor__tab_alignment_test_184edb5d_super_editor__diff_after7_b998213e_redline.docx,,MISSING,super_editor__tab_alignment_test_184edb5d_super_editor__diff_after7_b998213e_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__list_with_break_from_word_5cc0d638_super_editor__broken_complex_list_293fda86,super_editor__list_with_break_from_word_5cc0d638,super_editor__broken_complex_list_293fda86,superdoc_cross,super_editor__list_with_break_from_word_5cc0d638.docx,super_editor__broken_complex_list_293fda86.docx,super_editor__list_with_break_from_word_5cc0d638_super_editor__broken_complex_list_293fda86_redline.docx,,MISSING,super_editor__list_with_break_from_word_5cc0d638_super_editor__broken_complex_list_293fda86_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__listWithSpacerNodes_cf53e890_super_editor__Hello_docx_world_12f11074,super_editor__listWithSpacerNodes_cf53e890,super_editor__Hello_docx_world_12f11074,superdoc_cross,super_editor__listWithSpacerNodes_cf53e890.docx,super_editor__Hello_docx_world_12f11074.docx,super_editor__listWithSpacerNodes_cf53e890_super_editor__Hello_docx_world_12f11074_redline.docx,,MISSING,super_editor__listWithSpacerNodes_cf53e890_super_editor__Hello_docx_world_12f11074_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__base_custom_544164f9_super_editor__superdoc_table_tester_3b2de2e1,super_editor__base_custom_544164f9,super_editor__superdoc_table_tester_3b2de2e1,superdoc_cross,super_editor__base_custom_544164f9.docx,super_editor__superdoc_table_tester_3b2de2e1.docx,super_editor__base_custom_544164f9_super_editor__superdoc_table_tester_3b2de2e1_redline.docx,,MISSING,super_editor__base_custom_544164f9_super_editor__superdoc_table_tester_3b2de2e1_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__basic_page_nums_d5b08fc3_behavior__math_eqarr_tests_40a1adb0,super_editor__basic_page_nums_d5b08fc3,behavior__math_eqarr_tests_40a1adb0,superdoc_cross,super_editor__basic_page_nums_d5b08fc3.docx,behavior__math_eqarr_tests_40a1adb0.docx,super_editor__basic_page_nums_d5b08fc3_behavior__math_eqarr_tests_40a1adb0_redline.docx,,MISSING,super_editor__basic_page_nums_d5b08fc3_behavior__math_eqarr_tests_40a1adb0_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__image_inline_and_block_ad6109b3_behavior__rtl_page_numpages_54739e26,super_editor__image_inline_and_block_ad6109b3,behavior__rtl_page_numpages_54739e26,superdoc_cross,super_editor__image_inline_and_block_ad6109b3.docx,behavior__rtl_page_numpages_54739e26.docx,super_editor__image_inline_and_block_ad6109b3_behavior__rtl_page_numpages_54739e26_redline.docx,,MISSING,super_editor__image_inline_and_block_ad6109b3_behavior__rtl_page_numpages_54739e26_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__paragraph_pPr_variations_a7653eb1_super_editor__exported_list_font_8e6db734,super_editor__paragraph_pPr_variations_a7653eb1,super_editor__exported_list_font_8e6db734,superdoc_cross,super_editor__paragraph_pPr_variations_a7653eb1.docx,super_editor__exported_list_font_8e6db734.docx,super_editor__paragraph_pPr_variations_a7653eb1_super_editor__exported_list_font_8e6db734_redline.docx,,MISSING,super_editor__paragraph_pPr_variations_a7653eb1_super_editor__exported_list_font_8e6db734_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__super_basic_table_86d8d916_super_editor__base_custom_544164f9,super_editor__super_basic_table_86d8d916,super_editor__base_custom_544164f9,superdoc_cross,super_editor__super_basic_table_86d8d916.docx,super_editor__base_custom_544164f9.docx,super_editor__super_basic_table_86d8d916_super_editor__base_custom_544164f9_redline.docx,,MISSING,super_editor__super_basic_table_86d8d916_super_editor__base_custom_544164f9_redline.pdf,MISSING,accepted_docx; pdf_accepted
behavior__sd_2672_multipara_cell_4d1f068e_super_editor__hyperlink_node_internal_1c0232f9,behavior__sd_2672_multipara_cell_4d1f068e,super_editor__hyperlink_node_internal_1c0232f9,superdoc_cross,behavior__sd_2672_multipara_cell_4d1f068e.docx,super_editor__hyperlink_node_internal_1c0232f9.docx,behavior__sd_2672_multipara_cell_4d1f068e_super_editor__hyperlink_node_internal_1c0232f9_redline.docx,,MISSING,behavior__sd_2672_multipara_cell_4d1f068e_super_editor__hyperlink_node_internal_1c0232f9_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_after3_3f4fb6e8_behavior__math_matrix_tests_a3b17e15,super_editor__diff_after3_3f4fb6e8,behavior__math_matrix_tests_a3b17e15,superdoc_cross,super_editor__diff_after3_3f4fb6e8.docx,behavior__math_matrix_tests_a3b17e15.docx,super_editor__diff_after3_3f4fb6e8_behavior__math_matrix_tests_a3b17e15_redline.docx,,MISSING,super_editor__diff_after3_3f4fb6e8_behavior__math_matrix_tests_a3b17e15_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__blank_doc_b2a325e7_super_editor__sdt_test_60079f08,super_editor__blank_doc_b2a325e7,super_editor__sdt_test_60079f08,superdoc_cross,super_editor__blank_doc_b2a325e7.docx,super_editor__sdt_test_60079f08.docx,super_editor__blank_doc_b2a325e7_super_editor__sdt_test_60079f08_redline.docx,,MISSING,super_editor__blank_doc_b2a325e7_super_editor__sdt_test_60079f08_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__sd_2766_pirates_tracked_changes_3285d875_super_editor__diff_before11_1b953eaf,super_editor__sd_2766_pirates_tracked_changes_3285d875,super_editor__diff_before11_1b953eaf,superdoc_cross,super_editor__sd_2766_pirates_tracked_changes_3285d875.docx,super_editor__diff_before11_1b953eaf.docx,super_editor__sd_2766_pirates_tracked_changes_3285d875_super_editor__diff_before11_1b953eaf_redline.docx,,MISSING,super_editor__sd_2766_pirates_tracked_changes_3285d875_super_editor__diff_before11_1b953eaf_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__ooxml_size_rstyle_linked_combos_demo_017c9552_super_editor__diff_before2_ca0c6859,super_editor__ooxml_size_rstyle_linked_combos_demo_017c9552,super_editor__diff_before2_ca0c6859,superdoc_cross,super_editor__ooxml_size_rstyle_linked_combos_demo_017c9552.docx,super_editor__diff_before2_ca0c6859.docx,super_editor__ooxml_size_rstyle_linked_combos_demo_017c9552_super_editor__diff_before2_ca0c6859_redline.docx,,MISSING,super_editor__ooxml_size_rstyle_linked_combos_demo_017c9552_super_editor__diff_before2_ca0c6859_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__bookmark_use_cases_d20f31f6_super_editor__super_basic_table_86d8d916,super_editor__bookmark_use_cases_d20f31f6,super_editor__super_basic_table_86d8d916,superdoc_cross,super_editor__bookmark_use_cases_d20f31f6.docx,super_editor__super_basic_table_86d8d916.docx,super_editor__bookmark_use_cases_d20f31f6_super_editor__super_basic_table_86d8d916_redline.docx,,MISSING,super_editor__bookmark_use_cases_d20f31f6_super_editor__super_basic_table_86d8d916_redline.pdf,MISSING,accepted_docx; pdf_accepted
behavior__math_groupchr_tests_4a4970fc_super_editor__diff_before16_f518c031,behavior__math_groupchr_tests_4a4970fc,super_editor__diff_before16_f518c031,superdoc_cross,behavior__math_groupchr_tests_4a4970fc.docx,super_editor__diff_before16_f518c031.docx,behavior__math_groupchr_tests_4a4970fc_super_editor__diff_before16_f518c031_redline.docx,,MISSING,behavior__math_groupchr_tests_4a4970fc_super_editor__diff_before16_f518c031_redline.pdf,MISSING,accepted_docx; pdf_accepted
doc_api_stories__sd_2086_header_row_shading_api_9757ca5b_super_editor__custom_list1_77f82bd7,doc_api_stories__sd_2086_header_row_shading_api_9757ca5b,super_editor__custom_list1_77f82bd7,superdoc_cross,doc_api_stories__sd_2086_header_row_shading_api_9757ca5b.docx,super_editor__custom_list1_77f82bd7.docx,doc_api_stories__sd_2086_header_row_shading_api_9757ca5b_super_editor__custom_list1_77f82bd7_redline.docx,,MISSING,doc_api_stories__sd_2086_header_row_shading_api_9757ca5b_super_editor__custom_list1_77f82bd7_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__text_color_highlight_36cb4c90_super_editor__sublist_issue_66a1800a,super_editor__text_color_highlight_36cb4c90,super_editor__sublist_issue_66a1800a,superdoc_cross,super_editor__text_color_highlight_36cb4c90.docx,super_editor__sublist_issue_66a1800a.docx,super_editor__text_color_highlight_36cb4c90_super_editor__sublist_issue_66a1800a_redline.docx,,MISSING,super_editor__text_color_highlight_36cb4c90_super_editor__sublist_issue_66a1800a_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__basic_page_nums_d5b08fc3_super_editor__sd_1494_table_left_indent_11bb24c7,super_editor__basic_page_nums_d5b08fc3,super_editor__sd_1494_table_left_indent_11bb24c7,superdoc_cross,super_editor__basic_page_nums_d5b08fc3.docx,super_editor__sd_1494_table_left_indent_11bb24c7.docx,super_editor__basic_page_nums_d5b08fc3_super_editor__sd_1494_table_left_indent_11bb24c7_redline.docx,,MISSING,super_editor__basic_page_nums_d5b08fc3_super_editor__sd_1494_table_left_indent_11bb24c7_redline.pdf,MISSING,accepted_docx; pdf_accepted
